"","Team","season","Date","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","PDO","ZSO%"
"8168","EDM","20102011","2011-03-22",0,2,-2,50,80.8,65,0,90.9,37.5,90.9,35
"8169","EDM","20102011","2010-12-30",3,3,0,50,119.4,71.1,11.1,88,34.6,99.1,51.5
"8170","EDM","20092010","2009-12-23",1,1,0,50,121.1,81.8,3.7,95,41,98.7,61.9
"8171","EDM","20082009","2009-02-16",0,0,0,50,101.4,69.7,0,100,56.1,100,29.6
"8172","EDM","20082009","2009-01-07",1,3,-2,50,111.2,62.1,5.6,84.2,58.5,89.8,44
"8173","EDM","20082009","2008-10-25",3,2,1,50,94.5,73.1,15.8,88.9,35.6,104.7,61.5
"8174","DET","20142015","2014-11-16",0,4,-4,50,97.3,75,0,77.8,54,77.8,54.3
"8175","DET","20132014","2014-03-22",1,0,1,50,92.4,72.7,4.2,100,51.9,104.2,38.2
"8176","DET","20132014","2014-03-11",1,4,-3,50,118.3,81.1,3.3,87.1,53.3,90.4,67.7
"8177","DET","20132014","2014-03-07",6,3,3,50,88.3,85.3,20.7,85,67.3,105.7,53.1
"8178","DET","20132014","2014-01-20",0,2,-2,50,100.1,57.7,0,90,54.1,90,42.1
"8179","DET","20132014","2013-12-15",0,2,-2,50,105.6,70,0,92,50,92,56.2
"8180","DET","20132014","2013-10-23",0,4,-4,50,104.5,79.4,0,84,54.7,84,51.7
"8181","DET","20122013","2013-01-29",3,1,2,50,97.4,70.4,15.8,94.7,54.1,110.5,70.8
"8182","DET","20112012","2012-03-17",2,2,0,50,123.3,71.4,8,92.6,47.2,100.6,42.3
"8183","DET","20112012","2012-02-10",1,1,0,50,89.1,66.7,6.2,95.7,61,101.9,57.6
"8184","DET","20112012","2012-01-08",1,1,0,50,108.4,64.7,4.5,95.5,38.5,100,42.3
"8185","DET","20102011","2011-03-23",0,1,-1,50,101.7,71.8,0,96.7,36.6,96.7,30
"8186","DET","20092010","2010-02-09",3,2,1,50,128.8,91.2,9.7,92.3,43.8,102,62.5
"8187","DET","20082009","2009-03-07",2,6,-4,50,91,89.7,7.7,75,47.8,82.7,57.7
"8188","DET","20082009","2008-12-30",2,0,2,50,102.4,81.5,9.1,100,72.7,109.1,35.3
"8189","DAL","20142015","2015-04-06",3,0,3,50,115,72.7,18.8,100,28.9,118.8,40
"8190","DAL","20132014","2014-03-08",2,1,1,50,136.1,64.9,8.3,96,50,104.3,42.3
"8191","DAL","20122013","2013-02-23",1,0,1,50,121.4,56.7,5.9,100,57.1,105.9,51.9
"8192","DAL","20122013","2013-01-29",1,3,-2,50,97.4,76,5.3,84.2,45.9,89.5,29.2
"8193","DAL","20122013","2013-01-19",2,1,1,50,131.7,56.8,9.5,96.9,52,106.4,46.7
"8194","DAL","20112012","2012-02-01",5,2,3,50,98.5,70,23.8,92.3,47.6,116.1,68.4
"8195","DAL","20112012","2011-10-07",1,0,1,50,119.3,74.3,3.8,100,46.5,103.8,29.6
"8196","DAL","20102011","2011-04-08",3,1,2,50,98.2,67.6,13,93.3,50,106.4,69.2
"8197","DAL","20102011","2011-03-07",2,3,-1,50,89.2,63.6,14.3,78.6,48.5,92.9,70.6
"8198","DAL","20102011","2011-03-04",2,0,2,50,82.4,72,11.1,100,53.8,111.1,47.1
"8199","DAL","20102011","2010-12-10",1,1,0,50,114.7,55.2,6.2,94.1,51.5,100.4,52.9
"8200","DAL","20102011","2010-11-26",2,1,1,50,103.5,62.1,11.1,95.8,48.8,106.9,62.1
"8201","DAL","20092010","2010-01-05",0,3,-3,50,95.8,69.2,0,84.2,54.3,84.2,52.2
"8202","DAL","20092010","2009-10-16",0,2,-2,50,116.8,64.5,0,92,42.9,92,50
"8203","DAL","20082009","2009-03-03",3,0,3,50,91.3,60,20,100,48.1,120,33.3
"8204","COL","20142015","2015-02-16",4,2,2,50,92.1,76.3,13.8,85.7,49.1,99.5,51.9
"8205","COL","20142015","2015-02-12",3,5,-2,50,110,64.7,13.6,78.3,59.2,91.9,53.3
"8206","COL","20142015","2014-11-20",2,2,0,50,101.4,77.1,7.4,90.5,46.2,97.9,33.3
"8207","COL","20132014","2014-01-30",5,3,2,50,123.6,62.8,18.5,90,50,108.5,45.2
"8208","COL","20122013","2013-02-02",2,1,1,50,107.4,80.8,9.5,95.7,55.3,105.2,41.7
"8209","COL","20112012","2011-12-02",2,1,1,50,125.8,70.6,8.3,97,43.3,105.3,50
"8210","COL","20112012","2011-10-22",4,3,1,50,87.2,74.2,17.4,88.5,41.2,105.9,39.1
"8211","COL","20102011","2011-04-08",1,3,-2,50,98.2,60,6.7,87,50,93.6,30.8
"8212","COL","20102011","2011-02-11",1,2,-1,50,107.8,72.5,3.4,92,50,95.4,45.2
"8213","COL","20102011","2010-12-30",3,3,0,50,119.4,65.8,12,88.9,65.4,100.9,48.5
"8214","COL","20092010","2010-02-10",3,3,0,50,129.7,71.1,11.1,88,55,99.1,79.2
"8215","COL","20082009","2009-03-15",1,1,0,50,91.2,54.2,7.7,94.1,40.4,101.8,51.7
"8216","COL","20082009","2009-02-07",1,4,-3,50,91.8,73.1,5.3,77.8,60,83,43.5
"8217","COL","20082009","2008-11-08",1,0,1,50,86.6,64.7,9.1,100,64.3,109.1,42.1
"8218","CHI","20142015","2015-04-07",0,2,-2,50,116.7,86.1,0,93.1,59.2,93.1,68.8
"8219","CHI","20142015","2014-12-21",3,0,3,50,102.6,80,10.7,100,50,110.7,59.4
"8220","CHI","20142015","2014-10-26",0,0,0,50,131.8,91.4,0,100,55,100,63.6
"8221","CHI","20132014","2013-11-30",3,1,2,50,117.8,81.8,11.1,96.3,51.6,107.4,60
"8222","CHI","20122013","2013-01-26",3,1,2,50,78.5,89.5,17.6,92.9,48.6,110.5,66.7
"8223","CHI","20112012","2012-01-08",1,1,0,50,108.4,81.5,4.5,95.5,61.5,100,57.7
"8224","CHI","20112012","2011-11-06",2,1,1,50,116.1,82.4,7.1,95.8,56.1,103,61.5
"8225","CHI","20112012","2011-10-22",3,4,-1,50,87.2,72.2,11.5,82.6,58.8,94.1,60.9
"8226","CHI","20112012","2011-10-07",0,1,-1,50,119.3,69.4,0,96.2,53.5,96.2,70.4
"8227","CHI","20082009","2008-12-30",0,2,-2,50,102.4,71.4,0,90.9,27.3,90.9,64.7
"8228","CGY","20132014","2014-02-01",2,1,1,50,93.5,75.9,9.1,93.8,61.1,102.8,47.8
"8229","CGY","20132014","2014-01-24",1,4,-3,50,102,78.8,3.8,82.6,56.8,86.5,51.7
"8230","CGY","20132014","2014-01-18",1,1,0,50,116.2,76.5,3.8,95,48.6,98.8,63.6
"8231","CGY","20132014","2014-01-16",2,3,-1,50,97,62.1,11.1,85,51.4,96.1,47.6
"8232","CGY","20132014","2013-10-11",1,2,-1,50,106.8,66.7,4.2,89.5,60,93.6,43.3
"8233","CGY","20102011","2011-03-15",2,4,-2,50,101.9,66.7,10,81.8,40.5,91.8,70
"8234","CGY","20102011","2010-12-21",0,2,-2,50,108.3,74.2,0,93.3,50.9,93.3,50
"8235","CGY","20102011","2010-12-07",3,2,1,50,89.5,64.3,16.7,88.9,41.5,105.6,40
"8236","CGY","20092010","2010-01-06",1,3,-2,50,114,68.6,4.2,87,45.9,91.1,52.2
"8237","CGY","20092010","2009-11-07",2,1,1,50,105.8,54.8,11.8,95.7,59.5,107.4,52.4
"8238","CGY","20082009","2008-11-01",2,1,1,50,83,69.6,12.5,94.1,40.9,106.6,45.8
"8239","CBJ","20142015","2015-04-08",4,0,4,50,101.9,80.6,13.8,100,52.2,113.8,38.2
"8240","CBJ","20142015","2015-02-22",3,3,0,50,102.8,77.4,12.5,86.4,47.9,98.9,48.1
"8241","CBJ","20142015","2014-10-28",1,3,-2,50,129.5,68.6,4.2,88.9,50,93.1,45.2
"8242","CBJ","20132014","2014-03-11",4,1,3,50,118.3,86.1,12.9,96.7,46.7,109.6,32.3
"8243","CBJ","20132014","2014-02-06",0,0,0,50,87.9,65.2,0,100,70.3,100,42.9
"8244","CBJ","20132014","2014-01-02",0,0,0,50,108,70.6,0,100,58.3,100,61.5
"8245","CBJ","20132014","2013-11-09",2,1,1,50,90.4,84,9.5,95.2,60.4,104.8,41.2
"8246","CBJ","20132014","2013-11-02",0,2,-2,50,69.4,70.6,0,88.2,42.1,88.2,52.6
"8247","CBJ","20122013","2013-04-18",1,1,0,50,83.4,76.2,6.2,93.8,53.1,100,41.2
"8248","CBJ","20122013","2013-01-26",1,3,-2,50,78.5,82.4,7.1,82.4,51.4,89.5,33.3
"8249","CBJ","20112012","2012-02-12",1,2,-1,50,90.9,88,4.5,92.3,58.7,96.9,58.3
"8250","CBJ","20102011","2011-02-11",2,1,1,50,107.8,71.4,8,96.6,50,104.6,54.8
"8251","CBJ","20102011","2010-12-21",2,0,2,50,108.3,83.3,6.7,100,49.1,106.7,50
"8252","CBJ","20082009","2009-03-07",6,2,4,50,91,80,25,92.3,52.2,117.3,42.3
"8253","CBJ","20082009","2008-11-29",2,0,2,50,94.3,73.1,10.5,100,52.5,110.5,42.9
"8254","CAR","20142015","2015-02-05",1,1,0,50,112.6,86.5,3.1,96.2,32.6,99.3,63.3
"8255","CAR","20142015","2014-11-29",0,3,-3,50,105.3,64,0,88,67.4,88,48.4
"8256","CAR","20132014","2013-12-14",2,1,1,50,128,80,7.1,96.9,43.4,104,52.9
"8257","CAR","20122013","2013-04-01",1,2,-1,50,116.7,53.3,6.2,92,44.9,98.2,59.4
"8258","CAR","20112012","2011-10-12",2,1,1,50,116.3,75,9.5,94.1,60,103.6,45
"8259","CAR","20102011","2011-01-07",4,3,1,50,111.6,73.7,14.3,89.3,42.9,103.6,53.6
"8260","CAR","20102011","2010-12-10",1,1,0,50,114.7,63,5.9,93.8,48.5,99.6,47.1
"8261","CAR","20102011","2010-11-28",1,2,-1,50,116.9,64.5,5,93.8,41.3,98.8,48
"8262","CAR","20102011","2010-11-01",1,2,-1,50,119.4,67.7,4.8,92,39.6,96.8,50
"8263","CAR","20082009","2008-10-23",0,2,-2,50,103.5,73.3,0,93.1,51.1,93.1,53.1
"8264","BUF","20132014","2014-03-07",0,0,0,50,105.9,72,0,100,42.5,100,55.2
"8265","BUF","20132014","2014-01-28",3,2,1,50,106.2,71.4,12,93.3,58.5,105.3,50
"8266","BUF","20102011","2011-03-30",0,0,0,50,100.2,89.5,0,100,40.8,100,46.2
"8267","BUF","20102011","2011-02-20",0,1,-1,50,112.2,74.3,0,96.3,48.6,96.3,45.5
"8268","BUF","20102011","2010-11-13",1,2,-1,50,80.3,65,7.7,90.5,41.5,98.2,44.4
"8269","BUF","20092010","2010-03-29",3,2,1,50,109.6,75,10,94.4,43.2,104.4,28
"8270","BUF","20092010","2010-02-09",1,2,-1,50,116.2,72.7,3.1,92,44.2,95.1,60
"8271","BUF","20092010","2009-11-20",0,1,-1,50,104.6,65.6,0,94.4,57.5,94.4,53.6
"8272","BUF","20092010","2009-10-28",3,0,3,50,81.3,96,12.5,100,55,112.5,37.5
"8273","BUF","20082009","2008-12-13",2,2,0,50,84.9,83.3,6.7,90,34.7,96.7,61.8
"8274","BOS","20132014","2014-02-04",2,1,1,50,128.2,65.9,6.9,95.2,54.9,102.1,60
"8275","BOS","20112012","2012-01-16",1,2,-1,50,98.9,80.6,3.4,92.6,47.6,96,44
"8276","BOS","20112012","2011-10-12",1,2,-1,50,116.3,56.7,5.9,90.5,40,96.4,55
"8277","BOS","20102011","2011-03-03",2,1,1,50,87.5,72.4,9.5,95.2,54.1,104.8,55
"8278","BOS","20102011","2011-01-11",6,0,6,50,106.7,89.2,18.2,100,56.5,118.2,45.5
"8279","BOS","20102011","2010-11-24",1,1,0,50,109.2,79.5,3.2,96.2,50,99.4,45.5
"8280","BOS","20102011","2010-11-22",1,3,-2,50,112.3,62.9,4.5,90,40.5,94.5,56.2
"8281","BOS","20092010","2010-03-29",2,3,-1,50,109.6,90,5.6,90,56.8,95.6,72
"8282","BOS","20092010","2010-03-06",2,1,1,50,125.4,77.5,6.5,96.7,67.5,103.1,66.7
"8283","BOS","20092010","2010-02-09",2,1,1,50,116.2,65.8,8,96.9,55.8,104.9,40
"8284","BOS","20092010","2009-12-19",0,2,-2,50,124.3,80.8,0,91.7,47.8,91.7,33.3
"8285","BOS","20092010","2009-11-20",1,0,1,50,104.6,58.1,5.6,100,42.5,105.6,46.4
"8286","BOS","20092010","2009-10-16",2,0,2,50,116.8,69.4,8,100,57.1,108,50
"8287","BOS","20082009","2009-03-14",2,0,2,50,103.3,73.1,10.5,100,58.1,110.5,47.6
"8288","BOS","20082009","2009-01-29",3,1,2,50,88.3,80.8,14.3,95.2,48.6,109.5,52.4
"8289","BOS","20082009","2008-12-13",1,2,-1,50,85.8,73.1,5.3,88.9,41.2,94.2,52.4
"8290","ATL","20102011","2011-01-17",0,0,0,50,119.6,66.7,0,100,53.3,100,46.4
"8291","ATL","20102011","2010-11-11",4,0,4,50,113.3,75.7,14.3,100,43.5,114.3,53.1
"8292","ATL","20092010","2010-03-25",0,1,-1,50,114.5,63.3,0,95.7,48.9,95.7,52
"8293","ATL","20092010","2010-02-10",3,3,0,50,129.7,73.5,12,88.9,45,100.9,20.8
"8294","ATL","20082009","2008-12-13",2,1,1,50,85.8,69.2,11.1,94.7,58.8,105.8,47.6
"8295","ARI","20142015","2015-02-16",2,4,-2,50,92.1,56,14.3,86.2,50.9,100.5,48.1
"8296","ARI","20142015","2015-02-05",1,1,0,50,112.6,72.2,3.8,96.9,67.4,100.7,36.7
"8297","ARI","20142015","2014-10-11",1,2,-1,50,113.4,70.7,3.4,88.9,51.9,92.3,54.1
"8298","ANA","20142015","2015-04-01",4,1,3,50,101.4,60.5,17.4,95.7,50,113,44.8
"8299","ANA","20142015","2015-01-14",2,0,2,50,88,63.3,10.5,100,44.7,110.5,46.4
"8300","ANA","20142015","2015-01-02",3,2,1,50,115.1,73.3,13.6,92.6,43.2,106.2,54.2
"8301","ANA","20142015","2014-12-10",1,1,0,50,92.2,83.9,3.8,95,62.3,98.8,42.1
"8302","ANA","20142015","2014-11-05",1,1,0,50,125.8,65.9,3.7,96,52.5,99.7,44.1
"8303","ANA","20132014","2014-04-02",3,1,2,50,95.8,75,16.7,96.3,51.1,113,54.5
"8304","ANA","20132014","2013-12-28",1,1,0,50,108.8,81.1,3.3,95.7,51.9,99,48.7
"8305","ANA","20132014","2013-10-13",4,1,3,50,147.5,74.5,10.5,96.4,60.5,107,48.3
"8306","ANA","20112012","2012-02-12",2,1,1,50,90.9,92.9,7.7,95.5,41.3,103.1,41.7
"8307","ANA","20112012","2012-02-10",1,1,0,50,89.1,88.5,4.3,93.8,39,98.1,42.4
"8308","ANA","20112012","2012-02-01",2,5,-3,50,98.5,81.2,7.7,76.2,52.4,83.9,31.6
"8309","ANA","20112012","2011-11-30",1,1,0,50,103.9,54.5,8.3,92.3,50,100.6,50
"8310","ANA","20102011","2011-03-24",1,4,-3,50,95.4,84,4.8,80,59,84.8,65.4
"8311","ANA","20102011","2011-03-04",0,2,-2,50,82.4,76.9,0,88.9,46.2,88.9,52.9
"8312","ANA","20092010","2009-12-26",2,3,-1,50,109.3,65.8,8,85.7,45,93.7,52
"8313","ANA","20082009","2009-03-19",2,2,0,50,96.1,74.1,10,87.5,53.6,97.5,37.5
"8314","ANA","20082009","2009-03-11",3,3,0,50,121.4,70.3,11.5,85.7,52.3,97.3,60.7
"8315","ANA","20082009","2008-12-28",2,1,1,50,99,75,9.5,94.7,57.1,104.3,47.4
"8316","WSH","20142015","2015-04-05",1,0,1,49.3,96.1,79.3,4.3,100,53.8,104.3,50
"8317","WSH","20142015","2015-03-31",4,2,2,49.4,87.7,66.7,20,91.3,56,111.3,65.6
"8318","WSH","20132014","2014-03-08",2,1,1,49.4,102.4,81.8,7.4,96,39.1,103.4,62.1
