"","Team","season","Date","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","PDO","ZSO%"
"3446","S.J","20102011","2011-04-06",2,1,1,56.5,113.9,69.2,7.4,95.7,52.6,103.1,65.2
"3447","S.J","20102011","2011-02-11",1,1,0,57.5,83.4,83.8,3.2,95,44.2,98.2,64.5
"3448","S.J","20102011","2010-12-09",2,4,-2,55.7,112.1,65.8,8,86.7,44.2,94.7,45.5
"3449","S.J","20102011","2010-11-20",0,1,-1,57.3,102.7,73.3,0,94.7,59.2,94.7,58.3
"3450","S.J","20102011","2010-11-15",4,2,2,55.3,119.9,79.5,12.9,92.6,40.7,105.5,46.9
"3451","S.J","20102011","2010-10-21",1,1,0,56.3,109.4,74.3,3.8,95.8,64.3,99.7,44.4
"3452","S.J","20092010","2009-10-03",2,0,2,58.2,106.1,80,7.1,100,45.8,107.1,46.2
"3453","S.J","20082009","2009-01-20",0,1,-1,60,64.4,72.4,0,91.7,36.8,91.7,71.4
"3454","S.J","20082009","2008-10-30",3,2,1,56.5,105.3,70.3,11.5,90.9,46.8,102.4,55.2
"3455","PIT","20132014","2014-02-03",0,1,-1,56.2,113.5,82.1,0,94.7,46.5,94.7,44
"3456","PIT","20132014","2014-01-27",2,0,2,57.5,86.6,75.7,7.1,100,70.6,107.1,47.4
"3457","PIT","20132014","2013-10-12",2,2,0,58.7,86.8,53.3,12.5,80,59.6,92.5,60.9
"3458","PIT","20122013","2013-03-16",2,0,2,56.2,110.1,56.8,9.5,100,36.4,109.5,35.7
"3459","PIT","20122013","2013-02-22",2,1,1,56.6,104.3,78.9,6.7,95,41.7,101.7,39.1
"3460","PIT","20122013","2013-01-23",1,4,-3,58,105.4,64.5,5,75,50,80,44
"3461","PIT","20112012","2012-03-24",4,5,-1,55.2,132.8,65.9,13.8,75,50,88.8,46.4
"3462","PIT","20102011","2011-02-16",2,2,0,55.4,127.8,69,6.9,92.3,47.4,99.2,64.3
"3463","PIT","20102011","2011-01-05",6,1,5,55,132.7,80,18.8,96.4,51.9,115.2,66.7
"3464","PIT","20092010","2010-04-11",4,3,1,57.7,123.4,86.7,15.4,85,59,100.4,50
"3465","PIT","20092010","2010-04-06",2,4,-2,56.2,104,73.5,8,84.6,52.3,92.6,47.1
"3466","PIT","20092010","2009-12-15",3,0,3,57.7,99.9,78.8,11.5,100,39,111.5,47.8
"3467","PHX","20132014","2014-02-04",1,1,0,55.4,123.8,62.5,4,96.8,50,100.8,57.6
"3468","PHX","20122013","2013-04-22",0,0,0,56.6,110.7,78.9,0,100,56.1,100,66.7
"3469","PHX","20122013","2013-03-04",3,2,1,56.3,104.4,70.3,11.5,92.6,48.4,104.1,50
"3470","PHX","20112012","2012-01-31",1,3,-2,56.2,106,61.5,4.2,88.5,52.8,92.6,57.1
"3471","PHX","20112012","2012-01-19",2,2,0,56,123.6,73.7,7.1,91.7,47.4,98.8,64
"3472","PHX","20112012","2011-10-15",3,1,2,57.1,109.2,65.7,13,92.3,63.6,105.4,53.3
"3473","PHX","20102011","2010-12-09",1,2,-1,55.3,118.6,68.9,3.2,92.6,48.9,95.8,38.2
"3474","PHX","20102011","2010-10-16",1,1,0,57.5,108.3,69,5,94.1,58.1,99.1,55.6
"3475","PHI","20142015","2014-12-16",0,2,-2,57.3,98.9,60,0,90,45,90,44.4
"3476","PHI","20132014","2014-03-05",4,0,4,56.6,104.6,71.9,17.4,100,63,117.4,44.4
"3477","PHI","20132014","2013-12-02",0,2,-2,57,97.3,54.8,0,90.5,62.2,90.5,56
"3478","PHI","20132014","2013-10-02",0,2,-2,57.1,105.7,58.6,0,90.5,49.1,90.5,55.9
"3479","PHI","20112012","2012-02-11",2,2,0,56.8,117.6,70.6,8.3,87.5,55.6,95.8,52.9
"3480","PHI","20112012","2012-01-02",2,3,-1,55.3,114.6,72.1,6.5,90.3,55.9,96.8,57.1
"3481","PHI","20112012","2011-12-07",4,1,3,56.8,91,67.5,14.8,94.4,53.1,109.3,63.3
"3482","PHI","20112012","2011-11-25",3,1,2,57,108.9,84.4,11.1,93.8,61.8,104.9,42.9
"3483","PHI","20102011","2010-11-16",0,1,-1,56.6,133.4,81.8,0,95,52.3,95,46.4
"3484","PHI","20092010","2010-02-06",1,2,-1,56.8,122.1,82.4,3.6,90.5,57.1,94,50
"3485","PHI","20092010","2009-12-08",2,0,2,57.7,107.7,72.7,8.3,100,53.1,108.3,52.6
"3486","PHI","20082009","2009-04-12",2,2,0,57,103.7,83.3,8,91.3,57.9,99.3,45.5
"3487","PHI","20082009","2009-02-19",2,1,1,54.5,147.7,65.9,6.9,96.4,51.1,103.3,52
"3488","PHI","20082009","2009-01-21",4,3,1,56.6,122,75,16.7,86.4,48.6,103,40.9
"3489","OTT","20142015","2015-01-06",1,0,1,55.2,131.5,77.3,2.9,100,51.9,102.9,41.7
"3490","OTT","20142015","2014-11-08",0,0,0,55.4,115.6,71.1,0,100,55.8,100,48.3
"3491","OTT","20132014","2014-03-31",1,1,0,55,129.6,57.8,3.8,96,46,99.8,52.5
"3492","OTT","20092010","2009-12-23",2,5,-3,56.5,136,77.1,7.4,73.7,55.3,81.1,73.3
"3493","OTT","20082009","2009-02-21",2,2,0,55.9,142,74.4,6.9,91.3,47.4,98.2,68.2
"3494","OTT","20082009","2008-12-03",3,1,2,58.7,92.5,91.2,9.7,93.3,45,103,47.4
"3495","NYR","20142015","2014-11-23",5,0,5,56.2,106.9,77.1,18.5,100,43.2,118.5,61.9
"3496","NYR","20132014","2014-01-31",2,1,1,55.1,139.4,64.4,6.9,96.4,56.8,103.3,55.6
"3497","NYR","20112012","2012-03-17",1,2,-1,57.5,95.1,75,3.7,88.2,47.1,91.9,73.5
"3498","NYR","20112012","2011-12-28",1,4,-3,56,119.5,65.7,4.3,78.9,47.4,83.3,58.8
"3499","NYR","20112012","2011-12-03",3,2,1,56,99.3,78.6,9.1,91.3,55.9,100.4,59
"3500","NYR","20102011","2010-10-18",0,1,-1,56.5,118.3,67.7,0,95.8,34.2,95.8,46.2
"3501","NYR","20092010","2010-02-04",1,3,-2,56.3,131.1,69.4,4,81.2,54.8,85.2,52.2
"3502","NYR","20092010","2010-01-16",1,2,-1,57.3,97.4,58.1,5.6,88.9,38.9,94.4,52.4
"3503","NYR","20092010","2009-11-27",1,3,-2,56,110.4,66.7,4.2,86.4,35.2,90.5,54.1
"3504","NYR","20082009","2009-02-22",0,1,-1,57.5,98.2,71.9,0,94.1,41.2,94.1,55
"3505","NYR","20082009","2008-12-12",5,5,0,56.8,123.6,70.3,19.2,80.8,41.3,100,69.6
"3506","NYI","20142015","2015-03-28",2,3,-1,55.1,119.4,65,7.7,87.5,35.1,95.2,55
"3507","NYI","20142015","2015-01-29",2,3,-1,54.7,131,78.4,5,89.7,44.2,94.7,57.6
"3508","NYI","20142015","2014-12-27",3,2,1,57.1,101.2,75.8,12,88.2,35.6,100.2,65.4
"3509","NYI","20132014","2014-03-15",2,0,2,55.6,137.7,73.2,6.7,100,51.9,106.7,46.3
"3510","NYI","20132014","2014-01-12",3,2,1,54.8,137.2,64.4,10.3,92.9,47.9,103.2,62.5
"3511","NYI","20122013","2013-03-22",2,3,-1,54.9,132.3,79.5,5.7,86.4,48.9,92.1,48.1
"3512","NYI","20122013","2013-02-19",1,2,-1,55.9,122.5,76.2,3.1,88.9,61.1,92,62.5
"3513","NYI","20122013","2013-01-21",3,3,0,57.3,104,83.3,10,83.3,52.2,93.3,63.3
"3514","NYI","20112012","2012-01-21",1,1,0,55,131.8,72.5,3.4,96.3,48.6,99.7,57.1
"3515","NYI","20112012","2012-01-12",1,2,-1,56.6,103.9,88.2,3.3,87.5,58.1,90.8,67.7
"3516","NYI","20092010","2009-12-19",0,0,0,55.3,145.3,73,0,100,41.7,100,58.8
"3517","NSH","20142015","2014-12-16",1,2,-1,56.6,106.3,77.1,3.7,91.3,48.9,95,58.6
"3518","NSH","20142015","2014-10-25",0,1,-1,57.5,85.4,74.1,0,95.2,38.2,95.2,63.6
"3519","NSH","20112012","2012-01-12",2,2,0,56.5,120.9,72.7,8.3,91.7,44.1,100,53.8
"3520","NSH","20092010","2010-03-20",0,0,0,55.6,117.2,57.5,0,100,48.7,100,44.8
"3521","NSH","20092010","2009-12-17",5,1,4,56.3,108.7,67.6,20,94.1,53.5,114.1,77.3
"3522","NSH","20092010","2009-11-28",3,1,2,56.2,127.4,67.6,13,94.7,53.3,107.8,50
"3523","NSH","20092010","2009-11-27",1,3,-2,56.2,127.1,74.4,3.4,89.3,48.8,92.7,44.4
"3524","NSH","20082009","2009-03-05",4,2,2,56.6,96.5,59.5,18.2,92,56.6,110.2,37.1
"3525","NSH","20082009","2008-12-29",0,4,-4,57.5,95.1,72,0,76.5,47.5,76.5,69
"3526","NSH","20082009","2008-12-13",2,0,2,57.1,100.9,88.9,6.2,100,45.7,106.2,44.4
"3527","NSH","20082009","2008-11-29",1,1,0,58.7,102.1,63.3,5.3,93.3,67.5,98.6,65.2
"3528","N.J","20142015","2015-04-04",1,4,-3,55.4,122.1,73.7,3.6,85.7,44,89.3,50
"3529","N.J","20132014","2014-03-01",2,1,1,58.2,94.5,80.8,9.5,91.7,48.9,101.2,72.7
"3530","N.J","20132014","2014-02-03",1,0,1,59,84.8,71.9,4.3,100,48.6,104.3,29.2
"3531","N.J","20132014","2013-11-27",2,3,-1,57.5,81.6,62.5,10,85,53.2,95,52.2
"3532","N.J","20122013","2013-03-19",1,2,-1,57.1,98.8,63.6,4.8,90,62.2,94.8,60
"3533","N.J","20122013","2013-02-09",1,0,1,62.8,75.6,61.9,7.7,100,47.1,107.7,58.8
"3534","N.J","20122013","2013-02-03",1,0,1,59,97.6,55.6,6.7,100,47.1,106.7,41.2
"3535","N.J","20112012","2012-02-26",2,3,-1,60,70.1,73.9,11.8,78.6,47.5,90.3,70.6
"3536","N.J","20112012","2012-01-21",1,1,0,60,76.7,81.5,4.5,91.7,48.6,96.2,71.4
"3537","N.J","20112012","2011-12-10",1,1,0,60,70.4,79.3,4.3,93.3,35,97.7,69.6
"3538","N.J","20112012","2011-10-13",1,1,0,55.8,105,75.6,3.2,95.5,50,98.7,37.9
"3539","N.J","20102011","2010-12-18",0,7,-7,57,93.6,74.2,0,65,51,65,69.7
"3540","N.J","20092010","2010-03-20",0,1,-1,58.2,83.9,60.6,0,94.4,54.8,94.4,47.4
"3541","N.J","20092010","2010-01-27",1,1,0,56,96.7,81,2.9,96.2,48.8,99.1,66.7
"3542","MTL","20142015","2015-01-14",0,1,-1,57.5,94.1,76.7,0,92.3,60.5,92.3,72
"3543","MTL","20132014","2013-11-01",2,4,-2,55.4,112.2,66.7,8.3,82.6,50,90.9,51.4
"3544","MTL","20132014","2013-10-09",1,2,-1,55.9,110.8,68.3,3.6,91.3,54.2,94.9,55.2
"3545","MTL","20112012","2011-11-08",1,1,0,58.5,90.9,77.4,4.2,85.7,56.4,89.9,38.9
"3546","MTL","20112012","2011-10-13",1,2,-1,56.6,109.7,71.4,5,86.7,47.5,91.7,69.6
"3547","MTL","20112012","2011-10-06",0,1,-1,56.6,115.3,80.6,0,90.9,43.2,90.9,70.4
"3548","MTL","20092010","2009-12-28",2,2,0,55.9,107.7,76.9,6.7,91.3,46.3,98,41.2
"3549","MTL","20082009","2009-01-13",0,1,-1,58,93,86.7,0,94.7,51.2,94.7,58.1
"3550","MIN","20142015","2015-03-05",2,0,2,55.8,102.7,76.3,6.9,100,45.6,106.9,53.8
"3551","MIN","20142015","2015-01-15",4,0,4,57.1,104.2,84.4,14.8,100,57.9,114.8,60
"3552","MIN","20142015","2015-01-10",1,3,-2,56,120.9,69.2,3.7,85.7,44.4,89.4,66.7
"3553","MIN","20132014","2014-01-02",3,0,3,58.7,90.3,68.8,13.6,100,57.1,113.6,70
"3554","MIN","20122013","2013-04-03",2,2,0,55.8,114.6,72.7,8.3,90.9,42.3,99.2,51.5
"3555","MIN","20122013","2013-03-03",3,2,1,56.3,104.4,83.7,8.3,88.2,57.5,96.6,64.3
"3556","MIN","20122013","2013-01-22",1,1,0,57.5,92.8,75.9,4.5,93.8,59.5,98.3,53.8
"3557","MIN","20112012","2011-12-28",1,1,0,55.8,112.9,67.4,3.4,95,44.7,98.4,44.1
"3558","MIN","20102011","2011-04-10",3,1,2,58,87.2,73.1,15.8,93.3,45.9,109.1,42.9
"3559","MIN","20092010","2010-03-07",1,2,-1,57.3,105.9,65.5,5.3,88.9,61.9,94.2,46.4
"3560","MIN","20082009","2009-03-10",4,2,2,57.1,93,89.3,16,84.6,44.7,100.6,63.6
"3561","MIN","20082009","2009-02-19",1,2,-1,56.8,90.8,65.7,4.3,90,45.2,94.3,50
"3562","L.A","20142015","2015-03-12",2,0,2,56.6,94.7,62.1,11.1,100,51,111.1,54.5
"3563","L.A","20142015","2014-10-08",0,3,-3,55.4,131.5,58.1,0,87,36.5,87,61.5
"3564","L.A","20132014","2014-01-09",3,2,1,56.8,115,73.7,10.7,88.9,59.1,99.6,63
"3565","L.A","20132014","2013-12-21",2,0,2,55.3,122.4,65.2,6.7,100,65.2,106.7,48.4
"3566","L.A","20132014","2013-10-11",0,0,0,55.8,119.8,60,0,100,73.5,100,61.8
"3567","L.A","20122013","2013-03-21",0,2,-2,56.3,106.7,67.4,0,88.9,58.7,88.9,66.7
"3568","L.A","20112012","2012-03-28",2,0,2,57.7,99.9,70.6,8.3,100,45.7,108.3,42.9
"3569","L.A","20112012","2012-03-26",0,1,-1,56.3,107.5,79.4,0,95.5,36.7,95.5,57.6
"3570","L.A","20102011","2011-02-23",3,2,1,56.3,94.4,51.4,16.7,91.3,52.8,108,36.4
"3571","L.A","20102011","2010-12-27",3,0,3,55.8,111,82.9,8.8,100,57.1,108.8,70
"3572","L.A","20102011","2010-12-21",3,0,3,56.3,105.4,71.8,10.7,100,52.4,110.7,57.1
"3573","L.A","20092010","2009-11-14",0,1,-1,58,95,72.4,0,94.4,27.6,94.4,36.8
"3574","L.A","20092010","2009-10-06",2,0,2,56.6,107.1,64.7,9.1,100,41.9,109.1,54.5
"3575","FLA","20142015","2015-04-05",0,3,-3,56.6,113.2,63.3,0,85,52.1,85,57.6
"3576","FLA","20142015","2014-12-08",2,3,-1,57.5,92.1,80,7.1,84.2,48.9,91.4,58.3
"3577","FLA","20142015","2014-12-01",0,2,-2,56.3,103.5,66.7,0,89.5,42.2,89.5,56.7
"3578","FLA","20132014","2013-11-02",1,2,-1,57,107.3,70.4,5.3,88.9,36.8,94.2,50
"3579","FLA","20112012","2012-03-08",0,2,-2,56.2,123.7,68.6,0,91.7,55.9,91.7,66.7
"3580","FLA","20112012","2012-02-01",2,1,1,55.6,119.6,69.8,6.7,96,59.5,102.7,54.5
"3581","FLA","20112012","2011-12-20",1,0,1,59.3,85.2,57.1,6.2,100,56.7,106.2,75
"3582","FLA","20102011","2011-03-19",3,2,1,56.3,105.8,69.4,12,87.5,53.1,99.5,60
"3583","FLA","20102011","2011-02-16",1,3,-2,56.5,108.6,72.7,4.2,88,55.8,92.2,54.8
"3584","FLA","20102011","2010-12-01",1,3,-2,55.8,104.5,65.1,3.6,87.5,62.9,91.1,61.1
"3585","FLA","20092010","2010-03-20",1,3,-2,57.5,110,63.6,4.8,87,56.8,91.7,46.4
"3586","FLA","20082009","2009-01-31",0,2,-2,56.6,136.8,75,0,90.5,48.7,90.5,65.5
"3587","EDM","20102011","2010-12-07",1,2,-1,56.8,105.3,65.6,4.8,90,44.7,94.8,40.9
"3588","EDM","20092010","2010-03-15",3,4,-1,56.3,107.6,79.4,11.1,84,42,95.1,58.6
"3589","EDM","20082009","2009-01-05",3,1,2,56.5,103.7,59.4,15.8,95.7,57.7,111.4,58.6
"3590","EDM","20082009","2008-10-30",0,3,-3,56.6,108.5,62.9,0,84.2,44.2,84.2,64.7
"3591","DET","20142015","2015-03-12",0,2,-2,57.1,110.9,74.3,0,90,54.3,90,61.3
"3592","DET","20142015","2014-11-22",1,2,-1,56.8,107.4,62.5,5,90.9,58.2,95.9,47.2
"3593","DET","20142015","2014-10-31",2,1,1,57.7,90.4,77.4,8.3,94.1,54.7,102.5,63.3
"3594","DET","20142015","2014-10-17",4,1,3,56.3,117.1,80.6,13.8,93.8,55.8,107.5,62.5
"3595","DET","20122013","2013-01-27",1,0,1,57.1,103.4,82.8,4.2,100,51.1,104.2,65.5
"3596","DET","20112012","2011-11-03",0,2,-2,57.3,89.8,78.6,0,88.2,46.2,88.2,75
"3597","DET","20102011","2010-12-19",2,2,0,56.8,103.9,67.6,8.7,90.5,44.2,99.2,66.7
"3598","DET","20092010","2010-04-01",2,1,1,57.5,86.4,72.7,8.3,94.1,47.7,102.5,69
"3599","DET","20092010","2010-02-02",2,1,1,55.2,138.3,71.1,7.4,95.7,42,103.1,58.6
"3600","DET","20092010","2009-12-05",2,3,-1,57.7,80.6,79.4,7.4,82.4,57.9,89.8,64.7
"3601","DET","20082009","2009-02-02",3,0,3,59.6,85,61.5,18.8,100,52.8,118.8,55.6
"3602","DAL","20142015","2014-12-17",1,0,1,57.3,96.3,69.7,4.3,100,65.9,104.3,48.6
"3603","DAL","20122013","2013-02-04",2,1,1,57.5,100.7,59.3,12.5,94.7,40,107.2,42.3
"3604","DAL","20112012","2012-01-10",2,4,-2,55.7,117.7,60.5,8.7,81.8,65,90.5,50
"3605","DAL","20102011","2011-03-13",1,2,-1,56.8,107.1,46.7,7.1,90.9,47.4,98.1,52.2
"3606","DAL","20102011","2011-01-07",1,0,1,57.1,101,75,4.2,100,61.5,104.2,57.1
"3607","DAL","20102011","2010-12-26",0,1,-1,55.9,118.3,61.1,0,95.5,40,95.5,45.9
"3608","DAL","20102011","2010-10-28",1,2,-1,57.5,101.9,60,5.6,88.2,45.2,93.8,51.9
"3609","DAL","20092010","2009-12-31",3,3,0,55.7,119.1,69.4,8.8,90.6,56.4,99.4,42.9
"3610","DAL","20092010","2009-10-19",1,2,-1,57.7,99.2,67.7,4.8,90,53.8,94.8,57.1
"3611","DAL","20082009","2009-02-23",0,1,-1,56.5,113.2,59.5,0,95,43.3,95,66.7
"3612","COL","20132014","2013-11-16",1,3,-2,56,112.7,76.2,3.1,86.4,53.7,89.5,60
"3613","COL","20112012","2012-03-01",0,1,-1,55.9,107.9,78.9,0,95.7,51.1,95.7,56.7
"3614","COL","20102011","2010-11-30",1,1,0,56.3,111.2,58.8,5,95.5,46.7,100.5,61.9
"3615","COL","20102011","2010-10-07",1,1,0,56.6,113.7,84.2,3.1,96,50,99.1,61.5
"3616","CHI","20142015","2015-04-03",3,1,2,57,103.5,80.6,12,96,56.9,108,60
"3617","CHI","20142015","2015-01-04",3,4,-1,55.4,111.8,75.7,10.7,87.9,42.6,98.6,48.4
"3618","CHI","20142015","2014-11-26",1,2,-1,55.8,126.9,79.5,3.2,92.3,59.2,95.5,60
"3619","CHI","20132014","2014-01-26",1,2,-1,55.9,113.9,69,3.4,88.9,57.1,92.3,55.6
"3620","CHI","20122013","2013-04-24",3,1,2,56.8,101.9,68.4,11.5,94.1,43.6,105.7,59.1
"3621","CHI","20122013","2013-02-19",2,1,1,57.1,106.7,82.9,6.9,95,51.2,101.9,50
"3622","CHI","20112012","2012-03-09",3,2,1,56.5,96.6,64.5,15,87.5,48.9,102.5,50
"3623","CHI","20112012","2011-12-02",2,2,0,55.8,126.3,74.4,6.9,92.3,57.5,99.2,59.1
"3624","CHI","20112012","2011-11-29",1,4,-3,57.7,81.3,62.9,4.5,78.9,56.1,83.5,57.1
"3625","CHI","20092010","2010-01-07",5,1,4,57.5,90.9,76.5,19.2,92.9,51,112.1,70
"3626","CHI","20092010","2009-12-11",1,1,0,56.8,109.3,67.6,4,96,45.2,100,47.6
"3627","CHI","20092010","2009-11-21",4,1,3,55.9,103.9,72.2,15.4,95.7,55.8,111,57.1
"3628","CGY","20132014","2013-10-16",1,3,-2,57.3,101.5,75,3.7,78.6,43.6,82.3,50
"3629","CGY","20122013","2013-03-21",0,4,-4,57.3,101.9,63,0,71.4,48.8,71.4,58.3
"3630","CGY","20102011","2011-03-17",3,1,2,58,90.9,70.4,15.8,93.3,22.9,109.1,52.6
"3631","CGY","20102011","2011-03-06",1,2,-1,57,95,79.5,3.2,88.2,50,91.5,65.2
"3632","CGY","20092010","2009-12-23",1,1,0,56.3,100.6,66.7,5,95.7,55,100.7,57.1
"3633","CGY","20082009","2009-01-21",2,2,0,57.5,111.3,65.4,11.8,90.9,41.9,102.7,50
"3634","CBJ","20142015","2015-04-06",3,2,1,56.2,112.4,71.8,10.7,92.3,42.9,103,46.4
"3635","CBJ","20142015","2015-02-21",1,1,0,55.8,119.9,78.8,3.8,94.7,52.3,98.6,64.3
"3636","CBJ","20142015","2014-11-14",1,1,0,55.8,110,71.4,3.3,95.8,43.8,99.2,56.7
"3637","CBJ","20112012","2011-12-27",1,0,1,59,77.7,66.7,5.6,100,64.3,105.6,63.6
"3638","CBJ","20092010","2010-03-30",2,1,1,60.8,73.4,73.7,14.3,90,45.2,104.3,60
"3639","CBJ","20092010","2010-01-28",1,3,-2,57.7,85.2,87.1,3.7,78.6,47.6,82.3,48.4
"3640","CBJ","20092010","2009-12-17",0,1,-1,56.8,106.5,62.2,0,95.5,44.7,95.5,56
"3641","CBJ","20082009","2008-12-11",1,0,1,58,92.5,72.7,4.2,100,37.1,104.2,47.8
"3642","CAR","20142015","2014-12-29",0,2,-2,57.3,83.6,75.9,0,88.9,52.5,88.9,56.4
"3643","CAR","20142015","2014-12-13",0,3,-3,55.6,113.2,60,0,84.2,50,84.2,42.3
"3644","CAR","20132014","2014-01-31",1,0,1,55.8,124.2,64.7,4.5,100,47.7,104.5,50
"3645","CAR","20132014","2013-12-12",1,1,0,55.9,108.8,60,4.8,96.2,43.2,100.9,44.8
"3646","CAR","20122013","2013-04-11",0,1,-1,55.1,126.9,76.2,0,96,52.2,96,46.9
"3647","CAR","20102011","2011-04-09",1,4,-3,55,144.6,69.8,3.3,84.6,46.9,87.9,75.9
"3648","CAR","20082009","2009-01-08",2,2,0,55.7,104.6,72.7,6.2,92.3,62.2,98.6,73.1
"3649","BUF","20112012","2012-03-24",1,1,0,56.5,101.9,82.9,3.4,95.5,51.9,98.9,67.6
"3650","BUF","20112012","2012-03-07",1,2,-1,55.8,131.8,63.2,4.2,90,47.5,94.2,71.4
"3651","BUF","20092010","2009-10-31",0,4,-4,56.6,111.5,77.1,0,81.8,39.5,81.8,64.3
"3652","BUF","20092010","2009-10-08",1,0,1,58.5,98,72.7,4.2,100,38.5,104.2,45.5
"3653","BUF","20082009","2008-11-07",2,2,0,57.7,83.5,69.7,8.7,87.5,52.5,96.2,59.1
"3654","BOS","20142015","2015-04-11",1,2,-1,56,111.1,73.5,4,90.5,57.5,94.5,62.1
"3655","BOS","20142015","2015-03-22",1,4,-3,56.5,96.8,79.3,4.3,76.5,47.5,80.8,82.4
"3656","BOS","20142015","2015-01-15",3,0,3,57,97.8,78.8,11.5,100,52.6,111.5,56.1
"3657","BOS","20142015","2015-01-03",1,2,-1,57.3,97.3,72.7,4.2,90,69.8,94.2,68
"3658","BOS","20142015","2014-10-21",2,2,0,55.6,113.6,71.8,7.1,92,49.1,99.1,56.4
"3659","BOS","20132014","2013-11-14",2,2,0,55.8,112.9,80,7.1,92.9,51,100,50
"3660","BOS","20122013","2013-01-28",2,3,-1,57,113.1,69.4,8,87,65.1,95,51.7
"3661","BOS","20112012","2012-04-07",2,3,-1,56.5,99,79.4,7.4,88.9,50,96.3,35
"3662","BOS","20112012","2012-03-11",2,4,-2,55.7,116.1,80.5,6.1,84,45.7,90.1,50
"3663","BOS","20112012","2011-11-19",5,0,5,56.5,102.7,75.8,20,100,61.4,120,54.5
"3664","BOS","20112012","2011-10-27",0,2,-2,56.8,110.8,74.2,0,91.7,48.6,91.7,60
"3665","BOS","20092010","2010-04-05",2,2,0,55.6,114,71.1,7.4,92.9,59.2,100.3,51.5
"3666","BOS","20092010","2010-01-01",0,1,-1,56.8,97.7,62.1,0,94.1,57.1,94.1,52.2
"3667","BOS","20092010","2009-11-03",0,1,-1,55.9,118.7,75,0,95,61.2,95,45.9
"3668","BOS","20082009","2009-02-17",1,1,0,55.8,123.5,69.7,4.3,96.4,45.8,100.8,48.5
"3669","ATL","20102011","2011-03-25",1,2,-1,56.3,98.6,76.3,3.4,90.9,45.2,94.4,52.4
"3670","ATL","20102011","2011-03-17",2,2,0,57.1,96.2,71.4,10,88.2,56.1,98.2,54.5
"3671","ATL","20102011","2010-12-06",1,2,-1,56.3,101.2,73.7,3.6,91.7,65.1,95.2,62.5
"3672","ATL","20092010","2010-02-02",1,2,-1,56.8,106.8,79.3,4.3,88.9,39.5,93.2,60
"3673","ATL","20092010","2010-01-09",1,5,-4,55.4,118,78.3,2.8,83.9,52.5,86.6,62.5
"3674","ATL","20092010","2009-12-23",4,2,2,58,88.2,70.4,21.1,90,48.9,111.1,55.6
"3675","ATL","20082009","2008-11-02",3,2,1,57,99.6,72.2,11.5,89.5,40.9,101,38.5
"3676","ARI","20142015","2015-02-28",1,3,-2,56.5,102.3,78.9,3.3,87.5,38.3,90.8,48.4
"3677","ANA","20112012","2012-02-06",2,1,1,57.1,106,65.5,10.5,94.7,57.9,105.3,59.3
"3678","WSH","20142015","2015-03-15",1,0,1,54.8,125.4,70.2,3,100,42.3,103,55
"3679","WSH","20132014","2014-01-12",1,0,1,55.7,109,76.5,3.8,100,46.5,103.8,55.2
"3680","WSH","20112012","2012-02-17",1,1,0,55.7,126.3,73.7,3.6,95.2,53.8,98.8,52.2
"3681","WSH","20112012","2011-12-15",1,0,1,55.2,122.1,59,4.3,100,44.7,104.3,57.1
"3682","WSH","20112012","2011-12-13",1,5,-4,54.5,127.5,67.4,3.4,82.8,48.7,86.2,46.2
"3683","WSH","20112012","2011-11-04",4,1,3,56.1,105.7,75.9,18.2,95,55.8,113.2,36
"3684","WSH","20102011","2011-01-16",2,1,1,55.1,108.5,69.7,8.7,95.5,66.1,104.2,50
"3685","WSH","20102011","2010-11-22",0,3,-3,58.9,69.5,82.1,0,83.3,48.6,83.3,62.5
"3686","WSH","20082009","2008-11-10",4,0,4,56.4,103.4,83.9,15.4,100,55,115.4,43.5
"3687","WPG","20142015","2015-02-12",0,1,-1,57.8,97.8,85.2,0,93.3,50,93.3,55.6
"3688","WPG","20142015","2015-02-08",3,1,2,56.2,109.4,74.2,13,94.4,50,107.5,59.1
"3689","WPG","20142015","2014-11-23",2,1,1,56.1,100.5,79.4,7.4,95.2,56.4,102.6,54.5
"3690","WPG","20132014","2014-03-16",6,2,4,55.4,117.9,82.4,21.4,91.3,50,112.7,54.5
"3691","WPG","20132014","2013-10-22",3,3,0,55.8,112.4,82.9,8.8,86.4,56.9,95.2,48.4
"3692","VAN","20132014","2014-04-13",3,1,2,55.8,104.9,64.3,16.7,93.8,54.3,110.4,55
"3693","VAN","20132014","2014-03-14",3,3,0,55.6,111.5,83.8,9.7,81.2,42.2,90.9,63
"3694","VAN","20132014","2013-11-23",0,2,-2,55.4,110.5,82.5,0,92,45,92,55.2
"3695","VAN","20132014","2013-11-10",1,2,-1,55,116.3,69,3.4,90.5,50,93.9,39
"3696","VAN","20122013","2013-03-24",2,1,1,56.1,105.4,81.8,7.4,95.2,38.6,102.6,53.3
"3697","VAN","20122013","2013-03-07",1,1,0,55.4,104.3,78,3.1,96,46.2,99.1,48.6
"3698","VAN","20112012","2012-03-03",3,4,-1,55.6,111.3,75.7,10.7,81.8,62.2,92.5,63.6
"3699","VAN","20112012","2012-01-24",2,1,1,55.3,101.6,75,8.3,96.3,35.9,104.6,60
"3700","VAN","20102011","2010-10-19",1,3,-2,56.1,104.1,63.6,4.8,83.3,63.5,88.1,61.8
